file,private_vb,that_del,contract,vb_present,pro_2,do_pro,pro_dem,emphatic,pro_1,pro_it,vb_be,sub_conj_caus,disc_particle,pro_nom,hedge,amplifr,wh_ques,mod_poss,coord_conj_cls,wh_cls,prep_final,nn_all,prep,jj_attr,vb_past,pro_3,vb_perfect,vb_public,wh_rel_obj,wh_rel_subj,wh_rel_pipe,coord_conj_phrs,nn_nom,adv_time,adv_place,adv,infinitive,mod_pred,vb_suasive,sub_conj_cond,mod_necess,split_aux,conj_advl,passive_short,passive_by,passive_postnom,sub_conj_othr,th_vb,adv_down,jj_pred,mod_all,conj_all,passive_all,wh_all,wh_rel_all,jj_all,pro_all,vb_have,vb_all,vb_progress,that_rel,wh_comm_vb,wh_att_vb,wh_fact_vb,wh_likely_vb,comm_vb_other,att_vb_other,fact_vb_other,likely_vb_other,jj_att_pred,jj_epist_pred,jj_att_other,jj_epist_other,nn_stance_pp,det_nn_stance,nn_stance_other,all_indef_art,all_def_art,nn_stance_new,nn_common,nn_proper,nn_premod,,,,,,,,,,,,,,,,,,,,,th_vb_comm,th_vb_att,th_vb_fact,th_vb_likely,th_jj_att,th_jj_fact,th_jj_likely,th_nn_nonfact,th_nn_att,th_nn_fact,th_nn_likely,to_vb_speech,to_vb_mental,to_vb_desire,to_vb_effort,to_vb_prob,to_jj_certain,to_jj_able,to_jj_affect,to_jj_ease,to_jj_eval,to_nn_stance_all,advl_nonfact,advl_att,advl_fact,advl_likely,,th_vb_stance_all,th_jj_stance_all,th_nn_stance_all,th_stange_all,to_vb_stance_all,to_jj_stance_all,to_stance_all,advl_stance_all,,,,,,,,,,,,,,ipv_act,tpv_act,tpv_mental,tpv_mental,ipv_occur,pv_copular,pv_aspect,nn_human,nn_process,nn_cog,nn_abstact,nn_concrete,nn_technical,nn_quant,nn_place,nn_group,jj_size,jj_time,jj_color,jj_eval,jj_relation,jj_topic,vb_act,vb_comm,vb_mental,vb_cause,vb_occur,vb_exist,vb_aspect,,dim_1,dim_2,dim_3,dim_4,dim_5,file,tt_ratio,word_length,word_count
R3_22_E_3,-33.3,0,0,-23.8,-33.3,0,0,-33.3,-33.3,0,0,0,0,0,0,0,0,2.4,0,0,0,21.4,4.7,0,0,2.4,0,0,0,0,0,0,2.4,0,0,38.1,0,0,0,0,0,0,0,35.7,0,0,2.4,0,0,38.1,2.4,2.4,35.7,0,0,-28.6,-64.3,0,-23.8,0,0,0,0,0,0,0,0,-33.3,-33.3,0,0,0,0,0,0,0,0,0,0,-21.4,40.4,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.3,0,0,0,0,0,-15.67,0.11,-1.99,0,5.41,,-0.5,0,-2
R3_24_A_3,-4.4,0,-17.3,-20.7,-47.8,0,0,-4.4,0,-4.4,27,0,0,0,0,-4.4,0,0,-4.4,0,0,-12.1,31.9,13.5,0,0,0,0,0,0,0,0,13.5,0,0,-8.7,-8.7,-21.7,0,27,0,-4.4,0,0,0,13.5,0,0,0,13.5,-21.7,22.6,13.5,0,0,27,-47.8,13.5,-11.6,0,0,0,0,0,0,0,0,-4.4,0,0,0,22.6,0,0,0,0,9.1,9.1,0,-39.1,0,-4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26.6,0,0,0,0,0,0,0,0,0,0,-8.7,0,0,0,0,0,0,-26.6,0,-26.6,-8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.4,13.5,-4.4,13.5,0,0,0,0,0,13.5,0,-22.2,0,-13.1,0,0,0,0,0,-7.93,0,1.44,5.37,4.36,,2.7,-0.2,18
R3_3_A_2,-4.7,0,-9.2,18.5,-4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50.9,-18.6,0,0,0,0,0,0,37,0,0,0,0,-4.7,0,0,-4.7,0,0,0,0,0,0,0,0,0,0,0,0,-4.7,0,0,0,37,-4.7,-4.7,-4.7,23.1,0,0,0,0,0,0,0,0,-4.7,0,0,0,0,0,0,0,0,-41.7,0,0,-55.6,55.5,-41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.7,0,0,0,0,0,0,0,0,0,-4.7,0,0,0,0,0,1.4,0,19.88,-1.11,0,,0.5,0,3
R3_3_A_3,-31.8,0,20.8,-70.1,-69.1,0,-26.3,20.8,-26.3,-5.5,0,0,0,0,0,0,0,0,20.8,0,0,112.9,77.9,0,20.8,41.7,0,0,0,0,0,0,-5.5,0,0,0,0,-5.5,0,-5.5,-26.3,0,0,-5.5,0,0,0,-5.5,0,0,-31.8,15.4,-5.5,0,0,20.8,-53.7,20.8,-70.1,0,-31.8,0,0,0,0,-26.3,0,-5.5,0,20.8,0,62.5,0,0,0,0,9.9,9.9,0,97.6,0,98.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.5,0,0,20.8,20.8,0,-5.5,20.8,0,0,0,0,0,0,0,-26.3,20.8,-58.1,0,0,-10.9,0,0,-13.11,2.54,-0.38,-16.33,-0.83,,2.2,0,10
R3_4_A_1,-6.3,0,-37.5,0,-6.3,0,25,-6.3,-6.3,0,0,25,0,0,0,0,0,0,0,0,0,-6.3,37.5,0,0,0,0,0,0,0,0,0,0,-6.3,0,0,-31.3,18.7,25,0,0,0,0,0,0,0,-6.3,-6.3,0,0,18.7,18.7,0,0,0,-18.8,-12.5,0,-31.3,0,0,0,0,0,0,25,0,0,0,0,0,-6.3,0,0,0,0,0,-18.8,0,37.5,-6.3,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.3,0,0,-6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,-37.5,0,0,0,0,0,0,0,-31.3,25,0,-6.3,0,0,0,0,13.73,0,1.78,12.52,0,,1.7,0,8
R3_4_E_2,-34.5,0,-36.7,-82.4,-103.4,0,32.3,0,0,0,-2.2,0,0,0,0,0,0,0,0,0,0,48.9,129,-34.5,0,0,0,0,0,0,0,0,-2.2,0,-34.5,0,0,-36.7,0,0,0,0,0,0,0,0,0,-34.5,0,32.3,-36.7,0,0,0,0,27.8,-103.4,-34.5,-47.9,0,0,0,0,0,0,32.3,0,-34.5,0,0,0,-2.2,0,0,0,0,30,30,0,-6.6,27.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34.5,0,0,-34.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,-2.2,0,0,0,0,0,0,0,0,0,-69,-2.2,0,0,0,0,-13.7,0,9.98,-8.74,0,,0.3,0.1,2
R3_5_E_4,0,0,27,22.4,-28.6,0,0,0,-28.6,0,0,0,0,0,0,0,0,-28.6,0,0,0,-24.7,47.9,25.5,0,0,0,0,0,0,0,0,0,0,-1.6,-1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28.6,0,0,0,0,24,-57.1,-57.1,20.8,0,0,0,0,0,0,0,0,0,0,27,0,27,0,0,0,0,-1.6,-1.6,0,-39.4,22.4,-1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6,0,0,0,0,27,0,0,-1.6,0,0,0,0,0,0,0,-12.1,0,0.54,0,0,,0,0.1,2
R3_5_E_6,0,-25,25,-50,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25,0,0,0,0,0,0,0,0,0,0,0,-25,25,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,25,0,0,25,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,-25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25,0,0,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,-25,-25,0,0,0,0,0,-12.63,0,1.42,0,8.07,,0,-0.2,0
R3_5_E_7,-23.2,-48.8,-23.2,-43.7,-24.4,0,0,0,-47.6,0,0,0,0,0,0,0,0,0,0,0,0,43.1,55,51.3,0,0,0,-48.8,0,0,0,0,25.6,0,25.6,0,-23.2,-23.2,25.6,0,0,0,0,0,0,0,0,0,0,0,-23.2,0,0,0,0,55,-72,0,-65.7,0,0,0,0,0,0,1.2,0,-24.4,0,25.6,0,25.6,0,0,0,0,1.2,1.2,0,83.1,-19.4,102.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24.4,0,0,-24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48.8,0,0,-48.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6,0,1.2,1.2,0,0,0,0,25.6,0,0,25.6,0,0,-24.4,-23.2,-48.8,0,0,0,0,0,-26.95,-9.04,-5.76,2.76,0,,0.2,0.3,-2
R3_5_J_1,0,0,0,-7,-43.5,0,0,0,0,0,0,0,0,0,0,0,0,-3.5,0,0,0,-27.8,22.6,0,0,0,0,0,0,0,0,0,0,0,-7,36.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.5,0,0,0,0,0,-43.5,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93.9,-50.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.5,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,-5.01,0,-0.03,0,0,,-0.5,0.2,2
R3_6_A_2,0,0,-24.4,-46.2,-73.2,0,0,0,-24.4,21.3,0,0,0,0,0,0,0,-24.4,0,0,0,54,15,-6.2,21.3,21.3,0,0,0,0,0,0,0,0,-24.4,15,0,-24.4,0,0,0,0,0,0,0,0,21.3,0,0,-3.1,-48.8,21.3,0,0,0,-15.6,-76.3,0,-28,0,-3.1,0,0,0,0,21.3,0,0,0,0,0,18.2,0,0,0,0,18.2,-27.5,0,26.9,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3,0,0,18.2,-3.1,-3.1,0,0,0,0,0,0,-55,21.3,0,0,0,0,0,0,-14.69,1.65,6.32,-5.81,0,,0.8,0.1,6
R3_6_E_2,-21.7,0,-41.4,-29,-102.5,0,0,2.1,0,0,0,0,0,0,0,0,0,4.1,0,0,0,24.8,27.9,0,0,0,0,2.1,0,0,0,0,0,0,0,27.9,-21.7,-21.7,0,23.8,0,0,0,0,0,23.8,0,0,0,0,-17.6,23.8,23.8,0,0,2.1,-102.5,0,-26.9,0,0,0,0,0,0,2.1,0,-21.7,0,0,0,0,0,0,0,0,-19.7,2.1,0,20.7,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,0,4.1,0,0,0,0,0,0,0,0,-39.4,0,-19.7,0,0,0,0,0,-13.11,0.38,-1.58,5.65,7.68,,-0.7,0.2,-4
R3_6_J_1,0,0,-58.8,-44.5,-29.4,0,0,0,0,0,0,0,0,0,0,0,0,0,-29.4,0,0,-30.9,36.2,51.3,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,-29.4,0,0,0,0,0,0,0,0,0,-29.4,-29.4,0,0,0,51.3,-29.4,-29.4,-15,0,-3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.5,0,0,-22.7,-18.9,-7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.8,18.1,0,0,0,0,0,0,0,-29.4,0,0,0,0,0,0,0,-16.16,0,-11.75,-14.01,0,,0.5,0.1,5
R3_I23_E_3,1.5,-26.3,-26.3,-125.7,-76,0,0,1.5,-26.3,27.8,0,0,0,-26.3,0,0,0,0,0,0,0,96.5,58.5,27.8,0,0,0,-26.3,0,0,0,0,29.3,0,0,1.5,0,1.5,27.8,27.8,0,0,0,0,0,0,0,-26.3,0,0,1.5,27.8,0,0,0,29.3,-102.3,-26.3,-71.6,27.8,-26.3,0,0,0,0,27.8,0,0,0,0,0,83.3,0,0,0,0,0,4.4,0,35.1,29.3,30.7,0,0,0,0,27.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26.3,0,0,0,0,0,0,0,0,0,0,0,0,-26.3,0,0,0,0,0,0,0,0,0,0,0,0,0,-26.3,0,0,-26.3,-26.3,0,-26.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,5.8,1.5,-26.3,0,0,0,0,0,-34.43,-4.88,1.94,21.94,0,,0.3,0.4,-2
R3_I23_J_2,-18.9,0,0,-56.6,0,0,0,0,-56.6,0,0,0,0,0,0,0,0,0,0,0,0,37.7,18.9,0,18.9,0,-18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9,0,0,0,-18.8,0,0,0,0,18.9,0,0,0,-56.6,-37.7,-37.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8,0,0,18.9,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.9,0,0,-18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.9,-18.9,0,-18.9,0,0,0,0,0,0,-18.9,0,18.9,0,0,0,0,0,0,-7.67,-3.01,0,0,2.86,,0,0.1,0
R3_I23_J_3,0,0,-27.8,-66.7,-55.6,0,0,0,-27.8,0,0,0,0,0,0,0,0,0,5.5,0,0,72.2,77.7,11.1,0,0,0,0,0,0,0,0,0,0,0,-55.6,0,0,0,0,-27.8,-27.8,0,0,0,0,0,0,0,0,-27.8,5.5,0,0,0,16.7,-83.3,-27.8,-66.7,0,0,0,0,0,0,-27.8,0,0,0,0,0,0,-55.6,0,0,0,0,-27.8,0,22.2,11.1,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7,0,0,0,-22.3,0,0,0,0,0,0,-27.8,-27.8,0,0,0,0,0,0,0,-13.94,0,3.15,-24.34,0,,-0.2,0.4,-6
R3_I24_E_3,0,0,0,-41.2,-21.7,0,0,0,-22.7,0,0,0,0,0,0,0,0,1.1,0,0,0,41.2,74.7,23.8,0,23.8,0,0,0,0,0,0,2.1,-22.7,0,3.2,0,-22.7,0,0,0,0,0,0,0,0,0,0,0,0,-21.7,0,0,0,0,24.9,-20.6,1.1,-41.2,0,-22.7,0,0,0,0,0,0,0,0,0,0,47.6,0,0,0,0,0,-20.6,0,34.6,2.1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,1.1,0,1.1,1.1,0,0,0,0,0,23.8,0,0,2.1,0,-22.7,0,0,0,0,0,-8.08,1.06,6.46,-5.42,0,,-0.8,-0.3,-2
R3_I26_A_1,-42.6,0,0,-5.3,-63.8,0,20.4,0,-21.3,-0.9,0,0,0,0,0,0,0,-42.6,0,0,0,29.5,16.9,20.4,0,0,0,0,0,-0.9,0,0,-2.6,0,-21.3,-3.5,0,0,0,0,0,-0.9,0,-0.9,0,-0.9,0,0,0,0,-42.6,0,-1.8,0,-0.9,20.4,-85.1,0,-6,0,-0.9,0,0,0,0,0,0,-21.3,0,0,0,20.4,0,0,0,0,20.4,16.9,0,12.6,19.5,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21.3,0,0,0,0,0,0,0,0,0,-0.9,0,0,20.4,0,0,0,0,20.4,0,0,-64.7,0,0,0,0,0,0,0,-20.66,0,5.84,-0.35,-0.41,,-0.5,0.1,2
R3_I26_A_2,0,-20.8,0,-62.5,0,0,0,0,-62.5,0,0,0,0,20.8,0,0,0,0,0,0,0,20.9,20.8,41.7,0,0,0,-41.7,0,0,0,0,0,0,0,20.9,0,-41.7,0,20.8,0,0,0,0,0,0,0,0,0,0,-41.7,20.9,0,0,0,41.6,-62.5,-41.7,-41.6,0,0,0,0,0,0,-20.8,0,0,0,0,0,41.7,0,0,0,0,0,0,0,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8,0,0,-20.8,0,0,-20.8,0,0,0,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8,0,0,-20.9,-41.7,0,0,0,0,20.8,0,-2.66,-7.72,-1.19,-0.46,0,,0.5,0.1,0
R3_I30_A_2,0,0,-25.6,-28.2,-25.6,0,0,-1.3,0,24.4,0,0,0,0,0,0,0,-25.6,0,0,0,-60.9,-26.9,49.4,0,0,0,0,0,0,0,0,0,0,-0.6,48.7,0,0,0,0,0,0,0,25,0,0,0,0,0,0,-25.6,0,25,0,0,49.4,-25.6,-25.6,-28.2,0,-25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9,-0.6,0,-55.8,-2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25.6,-0.6,0,0,-1.9,0,0,0,0,0,0,-0.6,-51.3,25,0,0,0,0,0,0,-8.25,0,-2.58,0,3.79,,-0.7,0.1,1
R3_I31_A_7,-0.4,0,-21.7,-25.5,-22.2,0,0,0,-43.5,-0.4,0,0,0,0,0,0,0,-0.4,21.3,0,0,-4.6,20.9,20.3,21.3,0,0,0,0,0,0,0,0,0,0,-0.9,0,-21.7,-0.4,21.3,0,0,0,-21.7,0,0,0,0,0,0,-22.2,42.6,-21.7,0,0,-1.4,-65.7,-21.7,-25.5,-0.4,0,0,0,0,0,0,-0.4,-0.4,0,0,0,-22.2,0,0,0,0,41.6,-0.9,21.3,-3.7,0,-0.4,0,0,0,21.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.6,0,0,0,-0.4,0,0,0,0,0,0,0,-1.4,0,-0.4,-0.4,0,-0.4,0,0,-2.62,0.7,0.06,4.35,-3.3,,-0.5,-0.1,1
R3_I32_A_3,0,0,-5,-54.5,-34.4,0,-29.4,0,0,-34.4,-5,0,0,0,0,0,0,-5,0,0,0,57.4,116.9,-5,0,0,0,0,0,0,0,0,14.4,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,-5,-10,0,0,0,0,-25.1,-34.4,0,-54.5,0,24.4,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,48.8,19.4,0,82.5,-10,-29.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29.4,0,-29.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4,0,0,24.4,-5,0,0,0,0,0,0,0,-29.4,0,-29.4,0,0,-5,0,0,-23.59,0,0.99,-1.2,0,,0.8,0.1,7
R3_I33_A_1,-23.3,0,-23.3,-51.7,-9.5,0,0,-4.8,-4.8,0,0,0,0,0,0,0,0,-4.8,0,0,0,-52.5,41.3,37,0,0,0,0,0,0,0,0,-4.8,0,-4.8,4.3,0,-23.3,0,0,0,0,0,0,0,0,0,0,0,18.5,-28,0,0,0,0,55.6,-14.2,0,-51.7,0,-4.8,0,0,0,0,0,-23.3,0,0,0,0,18.5,0,0,37,-51.3,0,22.8,0,-28.9,-14.2,-9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.8,0,0,0,13.7,0,0,0,0,0,0,0,18.5,0,-46.5,0,0,-23.3,0,0,-9.58,0,0.82,-5.54,0,,1.5,-0.4,11
R3_I35_E_2,-20.9,0,-23.3,-32.2,-16.1,0,28,0,-23.3,2.3,25.6,0,0,0,0,0,0,2.3,0,0,0,-9,53.6,51.3,0,0,0,0,0,0,0,0,4.8,0,2.3,2.3,0,-18.5,0,0,0,0,0,0,0,0,-20.9,0,0,0,-16.1,-20.9,0,0,0,56.1,-39.4,-69.8,-32.2,0,-23.3,0,0,0,0,0,2.3,-23.3,0,0,0,53.6,0,0,0,25.6,-23.3,-20.9,0,-16.1,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.3,0,0,0,0,25.6,0,0,2.3,0,-44.2,0,0,-23.3,0,0,-1.72,0,-0.5,-4.41,0,,0.2,0.1,-4
R3_I36_A_6,-3.8,-23.8,0,-39,-23.8,0,0,-3.8,-27.6,-7.6,0,20,0,-3.8,0,0,0,0,0,0,0,5.7,-15.2,16.2,12.4,4.8,-3.8,-23.8,0,0,0,0,-11.4,0,0,20,-3.8,-3.8,20,20,0,0,0,0,0,0,-3.8,0,0,20,-3.8,36.2,0,0,0,52.4,-46.7,-3.8,-30.5,0,0,0,0,0,0,20,0,-3.8,0,0,0,0,0,0,0,0,16.2,-27.6,0,28.6,-3.8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.8,0,0,0,0,0,0,0,0,0,0,-23.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.8,0,0,-23.8,-23.8,0,-23.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,-3.8,0,0,-3.8,0,0,0,0,-3.8,-27.6,-3.8,0,-3.8,-3.8,0,0,-3.47,-4.52,-1.93,14.64,0,,2.2,0.3,8
R3_I38_E_4,-55.6,-27.8,-29.3,-90.6,0,0,0,0,-55.6,-29.3,24.8,0,0,0,0,-1.5,0,-4.4,0,0,0,16.1,76,-1.5,-1.5,26.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3,-4.4,0,0,0,0,-8.8,-29.3,0,-64.3,0,0,0,0,0,0,0,0,-27.8,-27.8,0,0,-4.4,0,0,0,0,0,-3,0,45.3,-1.5,-1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.8,0,0,-27.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.8,0,0,0,0,0,0,0,0,0,0,0,0,0,-83.3,0,0,-1.5,0,0,-25.12,1.12,0,0,0,,1.2,0,2
R3_I40_A_1,0,0,-30,-66.2,0,0,0,0,-59.8,0,0,0,0,0,0,0,0,0,0,0,0,27.7,21.3,49.1,0,0,0,0,0,0,0,0,-4.3,0,0,-2.2,0,-2.2,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,0,21.3,-59.8,-57.7,-38.5,0,-27.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3,-27.8,0,38.4,-2.2,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5,0,0,0,0,-2.2,0,0,0,0,0,25.6,0,-2.2,0,0,0,0,0,0,-10.51,0,-0.17,-0.51,0,,1,0.1,3
