Filename, Line, Original, Translated, Modification score
R3\guide_1_conversation_J.txt,2,Notable Route 66 buildings would be the Grand Canyon Cafe The Lumberjack Cafe (vacant) Miz Zips The Museum Club Galaxy and the El Pueblo Motel would be a few iconic places., route 66 buildings i would suggest would be the grand canyon cafe the lumberjack cafe (vacant) miz zips the museum club galaxy and the el pueblo motel .,51
R3\guide_21_conversation_E.txt,4,I would choose one of the hotels near Lucky Lane. They are not near downtown or the train if rest is what you need the most. Grab the visitor's guide inside the visitor's center it will have all the phone numbers to make reservations.,i'd choose a hotel near lucky lane. they aren't near downtown or the train if rest is what you need the most. i would grab the visitor's guide inside the visitor center you'll get all the phone numbers you need to make your reservations.,51
R3\guide_I36_conversation_A.txt,8,Not at all you can spread them out and you're not required to make a purchase at each location. There are 4 or 5 just in the downtown area alone.,no you can spread them out. you're not required to purchase anything. you'll find 4 or 5 just in downtown alone.,51
R3\guide_I43_conversation_A.txt,2,There are a number of great Mexican restaurants in Flagstaff but you'll have to drive. I would recommend Agave Salsa Brava and La Fonda's are all good options.,we have mexican restaurants in flagstaff but you'll have to drive. i'd suggest agave salsa brava and la fonda's are all choices you'd enjoy.,51
R3\guide_16_conversation_J.txt,4,you can ride the Scenic Chairlift that is great for all ages the restaurant is good for lunch and for the teenager and possible the adults there is a tube slide and ropes course.,you can ride the chairlift that all ages would enjoy. i think the restaurant is really good for lunch and the teenager and possibly the adults enjoy a tube slide and ropes course.,50
R3\guide_25_conversation_A.txt,1,Hello. Not all of Walnut Canyon is handicap accessible. The Rim Trail is however and you are able to see most of the canyon that way. The Visitor Center also has a beautiful viewpoint and benches for looking out at the canyon.,hello. not all of walnut canyon is handicap accessible. the rim trail is however. you're able to see most of the canyon that way. the visitor center also has a viewpoint you'd enjoy there are benches there from where you look out at the canyon.,50
R3\guide_5_conversation_E.txt,5,I'd also check out our 3 area national monuments - Sunset Crater Wupatki and Walnut Canyon. Most of their hikes are shorter but nice scenery and Native American artifacts.,i'd also visit our 3 national monuments - sunset crater wupatki and walnut canyon. most hikes are shorter but have a view and native american artifacts you'll like to see.,50
R3\guide_8_conversation_A.txt,2,"There is a 5-Day Explore Flagstaff guide available. If you want to pick up a physical copy you can get one at the Flagstaff Visitor Center. You can also download a PDF version from the flagstaffarizona.org website. You just need to google ""explore flagstaff itinerary planning guide"" and it will pop up as one of the first options.","we have a 5-day explore flagstaff guide available. to pick up a physical copy you can get one at our visitor center. you can download a pdf version from the flagstaffarizona.org website. you just need to google ""explore flagstaff itinerary planning guide"" and it will pop up as one of the first results you get.",50
R3\guide_I27_conversation_A.txt,2,The majority of downtown is $1/hour to park excluding the American Valet-run parking lots which are more expensive. You can park at the Visitor Center for 30 minutes for free 8-5pm and outside of those hours it is free to park. You can also park a few blocks north or west of downtown on neighborhood streets for free.,the majority of downtown is $1/hour but it excludes the american valet-run parking lots those are more expensive. you can park at the visitor center for 30 minutes for free 8-5pm. outside of those hours you are free to park. you can park a few blocks north or west of downtown on neighborhood streets for free and walk to downtown.,50
R3\guide_I35_conversation_A.txt,4,There is also Criollo Latin Kitchen which has a great twist but isn't exactly Mexican food so it would be different.,criollo latin kitchen has a twist but isn't exactly mexican food so that would give you another experience.,50
R3\guide_I36_conversation_A.txt,7,If you stop by the Visitor Center there is a Brewery Trail passport that you can pick up and if you visit all the breweries on the list there is a free beer glass.,i would suggest you visit the visitor center we have a brewery trail passport that you can pick up . when you visit all the breweries  we give you a beer glass.,50
R3\guide_I37_conversation_E.txt,4,It's roughly about the same temperature as Flagstaff. The bottom of the canyon is 20 degrees hotter which is why it is not recommended to hike it in the summer.,it's roughly the same temperature as flagstaff. however you should know that the bottom of the canyon is 20 degrees hotter that's why i don't recommend you to hike it in the summer.,50
R3\guide_I43_conversation_A.txt,5,Most of the area attractions close at 5pm but Lowell Observatory is open until 10pm on weekdays and is great for stargazing.,i guess most attractions close at 5pm. lowell observatory is open late until 10pm on weekdays and i believe you'll find the stargazing great.,50
R2\guide_15_conversation_J.txt,7,The admission to the museum is $12 of adults $10 for seniors or military and $8 for Children.,the adults admission is $12 seniors or military are $10 and children are $8.,49
R3\guide_7_conversation_J.txt,2,yeah There is a company called AZ pedal tours that leads bike tours they are located just north of the Visitor Center on Beaver street at the Flagstaff Sports Exchange.,yeah az pedal tours is a company that leads bike tours. you'll find them just north of the visitor center on beaver street at the flagstaff sports exchange.,49
R3\guide_I32_conversation_J.txt,2,parking is easy downtwon it is $1 per hour paid in kiosks by entering your licence plates and credit card or by using the Woosh App,parking is very easy. you'd pay $1/hour in kiosks when you enter your licence plates and credit card or you can also use woosh app,49
R3\guide_I35_conversation_A.txt,2,Ok. Do you want something a little more middle/high-end? One really nice traditional Italian pizzaria in the downtown area is called Pizzicletta. They do personal-sized pizzas and open at 3pm.,ok. do you want something a little more middle/high-end? one italian pizzaria you'll like is pizzicletta. they do personal-sized pizzas and open at 3pm.,49
R2\guide_1_conversation_A.txt,1,My name is <Tour Guide A>. To answer your question what kind of food are you looking for?,i'm <guide1>. what food are you looking for?,48
R3\guide_11_conversation_E.txt,4,There are a few Coconino National Forest campgrounds close in the area between Sunset Crater and Wupatki. Bonito Campground is one option Daisy Springs another. They are more on the primitive side.,we have a few national forest campgrounds between sunset crater and wupatki. bonito campground is one choice for you daisy springs is another. they are more on the primitive side.,48
R3\guide_15_conversation_J.txt,1,The best time is the closest you can to midday to get the shafts of light however this is a difficult time of year to visit as it is too dangerous to give tours when there is rain nearby.,i guess the best time is the closest you can to midday so you get the shafts of light however this season right now is very hard to visit as it's very dangerous to give tours when we get rain nearby.,48
R2\guide_14_conversation_J.txt,3,Inside the Visitor Center they can provide you with maps of the area there is a street map of Flagstaff that will show the area north of town as well.,inside the visitor center we can give you maps  we have a map of flagstaff that shows you the north of town as well.,47
R2\guide_24_conversation_J.txt,3,The Flagstaff urban trail system would be good Buffalo park or the Sinclair wash trail are two easy ones I recommend. Also the area National Monuments Sunset Crater Wupatki and Walnut Canyon would be  great options.,okay i think the flagstaff urban trail system would be really good. buffalo park or the sinclair wash trail are two ones i'd recommend. also the national monuments sunset crater wupatki and walnut canyon would be my options for you.,47
R3\guide_15_conversation_A.txt,2,"""The red rocks of Sedona are formed by a unique layer of rock known as the Schnebly Hill Formation. The Schnebly Hill Formation is a thick layer of red to orange-colored sandstone found only in the Sedona vicinity.""","""the red rocks are formed by a layer of rock known as the schnebly hill formation. the schnebly hill formation is a layer of red to orange sandstone found only around sedona.""",46
R3\guide_23_conversation_A.txt,4,I can't remember offhand how much I paid for a half sheet cake last time I ordered. You can give them a call. Their number is (928) 774-2243,i can't tell you offhand how much i paid for a cake when i ordered. you should call them. the number is (928) 774-2243,46
R3\guide_24_conversation_A.txt,2,I personally love the Desert View Watchtower's viewpoint of the Grand Canyon. It's at the east entrance to the south rim and not only is the building itself really lovely but you're able to see the Colorado River going through the canyon from that point and it's beautiful.,i love the desert view watchtower's viewpoint of the grand canyon. it's at the east entrance to the south rim. i really like the building itself. you're able to see the colorado river going through the canyon from that point. it's beautiful.,46
R3\guide_I27_conversation_E.txt,2,There are private rafting guides that go through the Grand Canyon but those are often booked out years in advance. You wouldn't be able to bring a personal kayak down to the river.,we have private rafting guides that go through the grand canyon but you need to book them out years beforehand. unfortunately you wouldn't be able to bring your personal kayak down to the river.,46
R3\guide_I28_conversation_J.txt,2,Yeah come downtown and walk around you'll see a lot of people out and about. if you pick up our local events paper Flagstaff Live you can find out what bars have music or comedy shows,yeah you should come downtown and walk around you'll see people out and about. why don't you pick up our paper flagstaff live you'd find out what bars have music or comedy shows,46
R3\guide_I36_conversation_A.txt,4,Okay! Well if you want to try something eclectic a really good option is Dark Sky Brewery downtown. They brew about 100 flavors a year.,okay! well to try something eclectic i would suggest you visit the darksky brewing. they brew about 100 flavors a year.,46
R3\guide_I42_conversation_A.txt,3,Ok then I would recommend the trails at Buffalo Park. It's at the base of the mountains and has a beautiful view the entire time.,ok then i'd suggest you try the trails at buffalo park. it's at the base of the mountains and follows along with a view you'd enjoy.,46
R2\guide_12_conversation_J.txt,3,Yeah this would be a nice trip. you would leave Flagstaff at 8:57 and it would be an over night train to Los Angles where you would transfer trains and head to Santa Barbra.,certainly i think this would be interesting. you'd leave flagstaff at 8:57 and you'd take an over night train to los angles where you'd transfer trains head to santa barbra.,45
R3\guide_1_conversation_E.txt,2,It is a nice mixture of natural science and art if you like both. It also has a lot of Native American Cultural artifacts if you like that as well. Tonight they have musical performances starting at 6:00 pm.,it's a mixture of natural science and art if you like both. it also has native american artifacts if you like that as well. tonight we have live music starting at 6:00 pm.,45
R3\guide_10_conversation_E.txt,2,Upper Antelope Canyon tours do not have steps. They do take you to the location on a Jeep Tour but once you are there you can walk through with the guide without stairs. Lower Antelope does have stairs.,upper antelope canyon tours do not have steps. they do take you there on a jeep tour but once you're there you can walk with the guide without stairs. lower antelope does have stairs that you have to climb.,45
R3\guide_16_conversation_E.txt,3,More legroom and more privacy with the pricier seats.,the pricier seats offer you more legroom and privacy.,45
R3\guide_3_conversation_E.txt,5,If you like hiking I would give yourself a full day at Grand Canyon  and at Sedona. If it's not half a day for each.,do you like hiking? i'd give yourself a day to see the grand canyon and sedona. otherwise you can do half a day each.,45
R3\guide_I31_conversation_A.txt,6,Researchers think that it was used as a major trading hub because there are artifacts that were found there from peoples far south of us in Mexico.,researchers think that it was used as a trading hub. artifacts from peoples far south of us in mexico were found there from peoples far south of us in mexico.,45
R3\guide_I31_conversation_A.txt,3,There are two museums north on 180 from downtown the Pioneer Museum which is about the founding of Flagstaff and the Museum of Northern Arizona which focuses on native american and geologic history.,we have two museums north on 180 from downtown. the pioneer museum tells you about the founding of flagstaff. and the museum of northern arizona which tells you about native american history and geology.,45
R3\guide_I37_conversation_E.txt,3,Probably. Arriving earlier is better. You can check the lines at <<link>>,probably. allow me to suggest that it's better if you arrive earlier. you can check the lines at <<link>>,45
R3\guide_I39_conversation_J.txt,2,most restaurants are open downtown until 10pm then it's nightlife Museum of Northern Arizona will be open late tonight for Thirsty Thursday or there is Lowell observatory that is open until 10pm.,well most restaurants are open downtown until 10pm and then it's nightlife i guess the museum of northern arizona will be open late since tonight is thirsty thursday or we have lowellobservatory that's open late until 10pm.,45
R2\guide_5_conversation_E.txt,2,Yes the Warner Bros. Studio Tour for classic films is offered on Thursday-Sunday only in Burbank CA. Tickets must be booked online.,yes i know that a warner bros. studio tour that includes that film is offered on thursday-sunday only in burbank ca. you must book the tickets online.,44
R3\guide_I32_conversation_A.txt,1,Hello. Midday is the best time of day to visit Antelope Canyon because that is when the light shines down directly (like you see in many photos from the Canyon). You'll need to book a tour for Upper Antelope Canyon and the Flagstaff Visitor Center has a list of tour company options that they can provide you.,hello. i guess midday is the best time to visit antelope canyon because that's when the light shines down directly (like you see in many photos from the canyon). you'll need to book a tour for upper antelope canyon. our visitor center has a list of tour companies that we can provide you.,44
R3\guide_I36_conversation_A.txt,2,Absolutely! We have quite a few local breweries in Flagstaff. Is there a particular kind of beer you like?,absolutely! we have quite a few breweries. is there a beer you like the most?,44
R2\guide_22_conversation_J.txt,2,if you want to pay cash you can do that inside at the register to pay by credit card the kiosk is located on the sidewalk near the dumpster on the East side of the building.,to pay cash you can do that inside at the register and to use your credit card you'll find the kiosk on the sidewalk near the dumpster on the east side of the building.,43
R2\guide_4_conversation_E.txt,2,The Visitor's Center at 1 E. Rte. 66 does have a city map. It has an enlarged section of the downtown area as well as most of the tourist attractions.,the visitor center (1 e. rte. 66) does have a city map. it has an enlarged section that shows you downtown as well as most tourist places to visit.,43
R3\guide_2_conversation_E.txt,3,There is not municipally run public transportation to these locations but you can use Arizona Shuttle for Sedona and Grand Canyon,well we don't have municipally run transport to these places. you can use arizona shuttle to reach sedona and grand canyon,43
R3\guide_I26_conversation_E.txt,2,1.5 hour tour of Antelope Canyon lunch at Lake Powell going to Horseshoe Bend and Transportation from your hotel and back.,you'll take a 1.5 hour tour of antelope canyon have lunch at lake powell and visit the horseshoe bend . it also takes you from your hotel and back.,43
R3\guide_23_conversation_A.txt,2,They need a couple of days' lead time to be able to put custom orders on the schedule.,you'll need to order a couple days ahead to put your order on the schedule.,42
R3\guide_I29_conversation_J.txt,1,for Grand Canyon tips I would recommend getting there before 9am and taking the shuttle buses to get around.,my grand canyon tips i'd suggest that you get there before 9am and i would take the shuttle to get around.,42
R3\guide_I45_conversation_A.txt,3,"They also have a main exhibit titled ""Todos Unidos"" which is an exhibit about the hispanic population and how they affected how Flagstaff was shaped and founded.","there's also a main exhibit titled ""todos unidos"" that tells you about how the hispanic population affected how flagstaff was shaped and founded.",42
R2\guide_19_conversation_J.txt,2,For Jeep tours I would recommend Pink Jeep Tours their Touch the Earth Tour would take you to the vortex sites., i'd check pink jeep tours the jeep tour 'touch the earth' would take you to the vortex sites.,41
R2\guide_21_conversation_J.txt,6,If you stay to the shaded side of the street there should be areas to walk out of the sun downtown or you could take one of our urban trails that go through the woods such as the Mars Hill trail.,you should stay to the side of street that has shade i'm sure you would find areas to walk out of the sun downtown or you could take one of our urban trails that go through the woods such as the mars hill trail.,41
R2\guide_3_conversation_A.txt,3,There are a number of inexpensive food options downtown though. I know that Fratelli's has slices of pizza that are usually around $3 and the pastries at Macy's Cafe and Mozelle's are reasonably priced too.,you'll find cheap food in downtown though. i know that fratelli's has slices of pizza that are usually around $3. the pastries at macy's cafe and mozelle's have reasonable prices too.,41
R3\guide_4_conversation_E.txt,4,Yes maps are inside at the visitor's center. Ask for both a Discovery Map and a Destination Map (which includes every street in Flagstaff),yes the visitor center has the maps you need. you could get both a discovery map and a destination map (which includes every street in flagstaff),41
R3\guide_I26_conversation_E.txt,3,Not too much. Horseshoe Bend is 1.5 miles roundtrip. Antelope Canyon isn't alot of walking since they want to give plenty of time for photographs.,i guess it's not too much. horseshoe bend is 1.5 miles roundtrip. antelope canyon isn't alot of walking so you get time to take photographs.,41
R3\guide_I41_conversation_A.txt,2,Right now they're in between seasons at the Snowbowl but I just double checked their website and the lifts for skiing and snowboarding will open this coming Friday.,right now the snowbowl is in between seasons. i just double checked the website and the lifts for skiing and snowboarding will open this friday.,41
R3\guide_1_conversation_A.txt,2,What kind of restaurant are you looking for? (Italian Indian diner BBQ etc) We have a wide variety of local restaurants to choose from.,what restaurant are you looking for? (italian indian diner bbq etc) we have various restaurants .,40
R3\guide_19_conversation_A.txt,1,Hello. The Museum of Northern Arizona has won national awards and focuses on the history before Flagstaff was founded in the area looking at native american and geologic history.,hello. the museum of northern arizona has won national awards and tells you about the history before flagstaff was founded  looking at native american history and geology.,40
R3\guide_19_conversation_E.txt,2,Sunset Crater has a number of shorter relatively easy hikes that go through lava fields. I would grab the Area Monuments guide newspaper inside the visitor's center behind the desk.,sunset crater has shorter relatively easy hikes that go through lava fields. i'd grab the area monuments newspaper inside the visitor center .,40
R3\guide_I26_conversation_A.txt,4,The tunnels still exist but unfortunately they aren't accessible to the public any more. I know that our local historian Johnny Anaya tried to organize a tour of them a few years ago but they have been blocked off and walled up in many places.,the tunnels still exist. unfortunately those aren't accessible to the public. i know that our historian johnny anaya tried to organize a tour of them a few years ago but many have been blocked off and walled up.,40
R3\guide_I40_conversation_E.txt,4,If you head down 179 to the Red Rock Scenic Highway there are several viewpoints. Also Schnebly Hill has some good viewpoints and the Airport Rd. overlook,you should head down 179 to the red rock scenic highway you'll find several viewpoints. i also know that schnebly hill has some viewpoints so does the airport rd. overlook,40
R3\guide_I45_conversation_A.txt,2,"Pioneer Museum has a couple of different exhibits. Upstairs there is a ""Flagstaff through the decades"" exhibit and outside on the ground they have an exhibit of pioneer equipment from the ranchers loggers and so on.","pioneer museum has a couple exhibits. upstairs there's a ""flagstaff through the decades"" exhibit. outside you'll visit an exhibit of pioneer equipment from the ranchers loggers and so on.",40
R2\guide_1_conversation_A.txt,3,We have some really great Thai restaurants downtown. If you're looking for very traditional Thai with fish sauce Swaddee is on Aspen Ave and then Pato Thai is right up San Francisco St about a half block up from the Hotel Monte Vista.,we have some thai restaurants you'll enjoy downtown. for very traditional thai with fish sauce swaddee is on aspen ave then pato thai is right up san francisco st about a half block up from the hotel monte vista.,39
R3\guide_11_conversation_A.txt,2,It really depends on what you're interested in because they are very different locations. Did you want to hike whichever one you go to?,it really depends on what interests you  both are very unique. did you want to hike whichever one you go to?,39
R3\guide_14_conversation_A.txt,4,They have this requirement because some of the ropes to grab onto are tall but I think most kids are able to reach that with their hands.,you need that because the ropes to grab onto are tall but i think most kids can reach that with their hands.,39
R3\guide_15_conversation_A.txt,1,Hello. So to answer to your question basically it's because of mineral deposits in the rocks. Here is some information from the Sedona website: ,hello. so to answer you basically this happens due to mineral deposits in the rocks. here is what i found from the sedona website: ,39
R3\guide_23_conversation_A.txt,3,If that doesn't work there are of course the bakeries in Fry's Safeway and so on but I find local bakeries to be a bit better.,otherwise you can check of course the bakeries in fry's safeway and so on. i find bakeries to be better.,39
R3\guide_I38_conversation_J.txt,2,there is one right across the tracks called The Garden,well we have one the garden right across the tracks,39
R3\guide_I41_conversation_E.txt,3,You can pay by cash at the Park Flag office on Beaver Street. (above Aspen). you'd probably be fine to walk to that while in 15 minute parking. They are closing soon.,you can visit the park flag office on beaver street (above aspen) and pay cash. you'd probably be fine to walk there while in 15 minute parking. they close soon.,39
R2\guide_18_conversation_J.txt,2,Yes there are over 90 restaurants downtown is there a type of food you are in the mood for?,yes we have over 90 restaurants downtown what food interests you?,38
R3\guide_2_conversation_J.txt,2,It would probably not be a good place to go for someone that is claustrophobic as the canyon walls are really narrow and you cannot leave on your own if you get uncomfortable you must stay with your guide.,that would probably not be the place to go if you are claustrophobic as the canyon walls are really narrow. you cannot leave instantly on your own if you get uncomfortable you must stay with your guide.,38
R3\guide_I26_conversation_A.txt,3,Outside of downtown definitely stop by the Museum Club in East Flagstaff. It opened around the same time as Route 66 was founded and they still play country music there today.,outside downtown you'll want to visit the museum club in east flagstaff. it opened around the same time as route 66 was founded and there's still country music playing there today.,38
R3\guide_I33_conversation_E.txt,4,I would say Karma Sushi across the street. Pato Thai on San Francisco is another good option.,i'd recommend karma sushi across the street. pato thai on san francisco is an alternative you may want to check.,38
R3\guide_I36_conversation_J.txt,1,The first day i would visit The historic downtown to get a feel for the town. Then we have some great monuments Walnut Canyon Sunset Crater and Wuptkai. Great hiking trails from Arizona Snowbowl and near Mount Elden. I would do these outdoor activities in the mornings then in the afternoon when it's raining you can visit Museum of Northern Arizona Riordan Mansion and Pioneer Museum.,the first day i'd visit the historic downtown you'd get a feel for the town. then we have some monuments walnut canyon sunset crater and wuptkai. we have hiking trails from arizona snowbowl and near mount elden. i'd do these activities in the mornings and then in the afternoon when it's raining you can visit museum of northern arizona riordan mansion and pioneer museum.,38
R2\guide_5_conversation_E.txt,1,Hello - let me know if you need anything else.,hello - is there anything else I can do for you today?,37
R3\guide_12_conversation_A.txt,1,Hello. Yes the closest playground to downtown is located at Thorpe Park just a few blocks away at the base of the road to Lowell Observatory.,hello. yes you'll locate the closest playground to downtown at thorpe park just a few blocks away at the base to lowell observatory.,37
R3\guide_15_conversation_A.txt,4,There are a number of jeep tour companies in Sedona. Pink Jeep Tours is the oldest tour company down there and their offices are in Uptown Sedona across from their Chamber of Commerce,you should try jeep tour companies in sedona. pink jeep tours is the oldest tour company down there their offices are in sedona across the chamber of commerce,37
R3\guide_17_conversation_J.txt,2,Yeah Sedona is really beautiful and a great day trip from Flagstaff.,yeah sedona is really beautiful and a day trip from flagstaff that i believe you would enjoy.,37
R3\guide_3_conversation_J.txt,2, Yeah You can spend one day in Sedona and two days in Flagstaff and get a good Overview if you are planning to visit Grand Canyon I Would add one more day to your itinerary if possible., yeah you can spend one day in sedona and two days here and you get an overview. are you planning to visit the grand canyon? i'd add one more day to your itinerary if possible.,37
R2\guide_16_conversation_J.txt,3,The main places to visit the city are the historic downtown Lowell Observatory and the Museum of Northern Arizona. There are also many great outdoor activities just outside of town.,the main places to visit are the historic downtown lowell observatory and the museum of northern arizona. we also have many activities just out of town.,36
R3\guide_1_conversation_J.txt,3,Yes there are complimentary Maps at the Visitor Center.,yes we have maps at the visitor center you can pick up.,36
R3\guide_2_conversation_A.txt,2,You may also want to try Lower Antelope Canyon. It isn't as narrow as the upper canyon and you can see if that part of the canyon would be okay with claustrophobia.,you may want to try lower antelope canyon. it isn't as narrow as the upper canyon. you can see whether that part of the canyon would be okay.,36
R3\guide_7_conversation_E.txt,8,You could even go to Sunset Crater National Monument (19 miles outside of Flagstaff on 89 on the way) to obtain one at their visitor's center.,you could even visit the sunset crater (19 miles outside flagstaff on 89 on your way) to obtain one at the visitor center.,36
R3\guide_I24_conversation_J.txt,2,No they are not accessible. the tunnels are the basements of the downtown buildings many of the connections of the Building not longer exist. They were created to heat the buildings downtown. The Chinese Connection come in that during the second world war Asian Americans hid in them to escape persecution.,unfortunately those aren't accessible. the tunnels are now the basements of the downtown buildings many of the connections not longer exist. they were created to heat the buildings downtown. the chinese connection come in that during the second world war asian americans hid in them to escape persecution.,36
R3\guide_I28_conversation_A.txt,2,Historically Flagstaff is known for Route 66 and its location close to the Grand Canyon. Lowell Observatory is also located here which is where Pluto was discovered.,historically flagstaff is known for route 66 and it is close to the grand canyon. we also have the lowell observatory here which is where pluto was discovered.,36
R3\guide_I29_conversation_E.txt,2,You can on the Amtrak side of the Visitor's Center. It's $1 an hour to park. The kiosk to pay is near the green dumpster.,you can on the amtrak side of the visitor center. you'd pay $1 an hour. the kiosk to pay is near the dumpster that is green.,36
R3\guide_I29_conversation_J.txt,2,Yeah every restaurant downtown will have vegetarian options some good one that specialize in vegetarian dishes are Wyld Ass and Macy's.,certainly i think every restaurant downtown have vegetarian options the ones i would suggest that specialize in vegetarian dishes are wyld ass and macy's.,36
R3\guide_I34_conversation_J.txt,2,Grand Canyon they are allowed on the rim but not in the Canyon Oak Creek canyon they are allowed Walnut Canyon and antelope Canyon do not allow dogs.,alright grand canyon allows them on the rim but not in the canyon oak creek canyon allows them and walnut canyon and antelope canyon do not allow dogs.,36
R3\guide_I37_conversation_J.txt,2,If you are looking to do a private trip it is a lottery system or if you want to join a commercial trip there are many options.,to do a private trip it's a lottery system or if you want you join a commercial trip we have many options for it.,36
R3\guide_13_conversation_A.txt,2,Hmm I don't have an exact number for you but the Flagstaff Visitor Center gets about 91k visitors every year and the number has been rising.,hmm i don't have an number. our visitor center gets 91k visitors every year and the number has been rising.,35
R3\guide_21_conversation_A.txt,2,You would have a very full day but you can do most everything all in one day. I definitely recommend going on one hike if you're able to really get a feel for the area. It is very beautiful.,you'd have a very full day but you can do most everything all in one day. i would go on one hike if you can to really get a feel for the area. it's very beautiful.,35
R3\guide_7_conversation_A.txt,2,The hotel is one block north on San Francisco St from the visitor center and you are allowed inside. They have a cafe and bar in the hotel.,the hotel is one block north on san francisco st from the visitor center. you're able to go inside the hotel has a cafe and bar.,35
R3\guide_7_conversation_A.txt,1,Hello. The Hotel Monte Vista is where they shot part of Casablanca but unfortunately renovations over the years have altered the interior from what it looked like in the movie.,hello. the hotel monte vista is where part of casablanca was shot once. unfortunately renovations over the years have altered the interior from what it looked like .,35
R3\guide_I25_conversation_E.txt,3,You are basically in the middle of it. On either side of the tracks is the Downtown Historic District and Southside Historic District.,basically you're in the middle of it. on either side of the tracks is the downtown and the southside historic districts.,35
R3\guide_I25_conversation_E.txt,4,The neighborhoods of Townsite and La Plaza Vieja are the original neighborhoods to the slight west.,townsite and la plaza vieja are the original neighborhoods you'll find to the west.,35
R3\guide_I32_conversation_E.txt,2,I would suggest walking around the historic downtown. there are self-guided walking tours inside the visitor's center that will give you a sense of the history of Flagstaff that are about an hour long.,i would walk around the historic downtown. we have self-guided walking tours inside the visitor center that will give you a sense of the flagstaff history that are about an hour long.,35
R3\guide_I33_conversation_J.txt,1,you drive right to the base of the crater,actually you drive right to the base of the crater so you don't have to hike,35
R2\guide_19_conversation_J.txt,3,For a tour of Grand canyon From Flagstaff I would recommend All Star Grand Canyon Grand Canyon Adventures or Canyon Country Tours.,for a grand canyon tour from flagstaff i'd suggest you check the all star grand canyon grand canyon adventures or canyon country tours.,34
R3\guide_16_conversation_J.txt,2,Pato and Ewas have great Thai Food,alright i guess pato and ewas have thai food you'll enjoy,34
R3\guide_I26_conversation_J.txt,2,We have some great breweries for food as well as Beer you have: Beaver Street brewery Lumberyard Brewery Historic Brewery and Flagstaff Brewery.,we have some breweries that offer you food as well as beer you have: beaver street lumberyard historic brewery and flagstaff brewery.,34
R3\guide_I42_conversation_A.txt,4,We have a massive urban trail system with hundreds of miles of trails and if you are interested you can pick up a map in the Visitor Center.,we have an urban trail system with hundreds of miles of trails you can pick up a map in the visitor center.,34
R2\guide_14_conversation_J.txt,4,If you take highway 180 norther there are some neigborhoods that are a bit more rural near the San Francisco peaks. if you take highway 89 north you will find more rural neighborhoods called doney park. this is where many people with horses or other animal live.,you should take highway 180 norther we have some neigborhoods that are more rural near the san francisco peaks. or you should take highway 89 north you will find more rural neighborhoods like doney park. this is where many people with horses or other animal live.,33
R3\guide_21_conversation_E.txt,3,Good to know. I would suggest Diablo Burger for fancy burgers. I also think Lumberyard Historic or Dark Sky Brewing have good food and craft beer as well. Don't go to Criollo or Martanne's.,good to know. i'd suggest diablo burger for burger. i also think lumberyard historic or dark sky brewing have food and craft beer as well. you shouldn't go to criollo or martanne's though.,33
R3\guide_5_conversation_A.txt,3,You can also look at a couple of the tour companies in the area. Let me pull up their names.,you can check the tour companies . let me pull up their names.,33
R3\guide_I24_conversation_E.txt,6,There is a brochure in the Visitor Center that gives a small sample of the daytime exhibits.,the visitor center has a brochure that gives you a sample of the daytime exhibits.,33
R3\guide_I31_conversation_J.txt,2,Casa Duarante or El Capitan are great Mexican places. For pizza Pizzacletta is a good Neapolitan style pizza or Fratellis is a local favorite. Flagstaff is known for southwestern food Charlies or Kachina have a Navajo taco that is local to our area.,okay casa duarte or el capitan are mexican places you'll like. pizzacletta is a neapolitan style pizza or fratellis is our local favorite. flagstaff is known for southwestern food charlies or kachina have a navajo taco that's local to our area.,33
R3\guide_I34_conversation_A.txt,1,Hello. I believe doing all three of those in one day could be doable. Dinosaur Tracks is in Tuba City so I would recommend starting there and making your way back down to Flagstaff as you visit each location.,hello. i believe doing all three of those in one day could work. dinosaur tracks is in tuba city so i'd start there and making your way back down to flagstaff as you visit each place.,33
R3\guide_I38_conversation_A.txt,2,For parking you can pay by card at the kiosk on the sidewalk. It's $1/hour to park downtown.,you pay parking using your card at the kiosk on the sidewalk. you'd pay $1/hour downtown.,33
R3\guide_I39_conversation_E.txt,2,Canyon Vista Campground is a good choice on Lake Mary Rd.,you should try the canyon vista campground on lake mary rd.,33
R2\guide_9_conversation_E.txt,3,Thorpe Park is your closest option with playground equipment. Santa Fe Ave. & Thorpe Park Rd. going towards Lowell Observatory. ,thorpe park is our closest one. it is located on santa fe ave. & thorpe park rd. just go towards lowell observatory. ,32
R3\guide_I24_conversation_E.txt,4,When the sun goes down they have astronomers manning the telescopes. They close at 10 pm.,when the sun goes down astronomers gear the telescopes. i believe they close late at 10 pm.,32
R2\guide_2_conversation_A.txt,2,There are a couple of sports bars and restaurants downtown. I'd recommend trying Majerle's on Route 66/San Francisco first and then Charly's Pub & Grill Collins Irish Pub or The Market would also likely have the match on.(England scored already in the first 5 minutes!),i'll give you a couple sports bars and restaurants downtown. i'd try majerle's on route 66/san francisco first then charly's pub & grill collins irish pub or the market would also likely have the match on.(england scored already in the first 5 minutes!),31
